neighborhood,current_price,baseline_cagr,recovery_cagr,peak_price_2022,distance_from_peak,median_nightly_rate,median_monthly_str_income,median_bedrooms,occupancy_rate,listing_count,monthly_mortgage,monthly_property_tax,monthly_insurance,monthly_maintenance,monthly_base_costs,str_utilities,str_cleaning,str_supplies,str_platform_fees,str_additional_costs,str_total_costs,str_monthly_cash_flow,str_annual_cash_flow,str_cash_on_cash_return,estimated_ltr_rent,ltr_effective_rent,ltr_monthly_cash_flow,ltr_annual_cash_flow,ltr_cash_on_cash_return,str_total_invested,str_cumulative_cash_flow,str_appreciation_gain,str_principal_paydown,str_total_return,str_roi_pct,str_annualized_roi,ltr_total_invested,ltr_cumulative_cash_flow,ltr_appreciation_gain,ltr_principal_paydown,ltr_total_return,ltr_roi_pct,ltr_annualized_roi,metro,metro_display,state,has_str_data
Montgomery Creek Ranch,293364.91750239604,6.445224632721591,-3.2187905195185107,332070.1823730362,-11.655748370433338,0.0,0.0,0.0,0.0,0,1561.4112928990326,562.2827585462591,171.12953520973102,244.47076458533004,2539.2943512403526,200,300,75,0.0,575.0,3114.2943512403526,-3114.2943512403526,-37371.53221488423,-63.69461715642771,2053.5544225167723,1889.2700687154306,-650.024282524922,-7800.291390299064,-13.294519768600749,(67473.9310255511+0j),(-186857.66107442116+0j),(55060.57757242484+0j),(13772.685257912817+0j),(-118024.39824408351+0j),(-174.91851512162515+0j),(-23.638319602995605+55.48000831837698j),67473.9310255511,-42248.89423185059,55060.57757242484,13772.685257912817,26584.368598487068,39.3994661262882,6.8691172529648625,houston,"Houston Metro, TX",TX,False
Gleannloch Farms,475200.8090944768,3.3022389594431267,0.8364523812169011,471492.4736435206,0.7865099992582225,0.0,0.0,0.0,0.0,0,2529.2182720137744,910.801550764414,277.20047197177814,396.0006742453973,4113.220968995363,200,300,75,0.0,575.0,4688.220968995363,-4688.220968995363,-56258.65162794436,-59.19460841738521,2851.204854566861,2623.108466201512,-1490.1125027938515,-17881.350033526218,-18.814519768600757,(109296.18609172967+0j),(-281293.2581397218+0j),(89188.68429934798+0j),(22309.385981404164+0j),(-169795.18785896967+0j),(-155.3532597344839+0j),(-28.12360530371597+52.221257506549314j),109296.18609172967,-96851.15958984483,89188.68429934798,22309.385981404164,14646.910690907316,13.401117838288076,2.5471198229099157,houston,"Houston Metro, TX",TX,False
Tuscan Lakes,404441.0735279643,-0.07050776228958444,,,,0.0,0.0,0.0,0.0,0,2152.6052429688148,775.1787242619316,235.92395955797917,337.03422793997026,3500.742154728696,200,300,75,0.0,575.0,4075.742154728696,-4075.742154728696,-48908.90585674435,-60.464810646096055,2426.6464411677857,2232.5147258743627,-1268.227428854333,-15218.729146251997,-18.81451976860076,(93021.44691143179+0j),(-244544.52928372176+0j),(75908.05094231956+0j),(18987.40878253628+0j),(-149649.06955886591+0j),(-160.8758781201832+0j),(-26.74341111177729+53.22402728389876j),93021.44691143179,-82429.54600937423,75908.05094231956,18987.40878253628,12465.913715481613,13.401117838288135,2.547119822909938,houston,"Houston Metro, TX",TX,False
Binz,512800.0590086494,2.675843144569723,0.006059778733624732,513440.924674669,-0.12481779991061481,0.0,0.0,0.0,0.0,0,2729.337270291891,982.866779766578,299.13336775504547,427.3333825072078,4438.670800320722,200,300,75,0.0,575.0,5013.670800320722,-5013.670800320722,-60164.04960384867,-58.662288105190996,3076.800354051896,2830.656325727745,-1608.0144745929774,-19296.17369511573,-18.81451976860075,(117944.01357198936+0j),(-300820.24801924336+0j),(96245.5486108326+0j),(24074.568537690153+0j),(-180500.1308707206+0j),(-153.03882359450904+0j),(-28.734978393067067+51.77706895665772j),117944.01357198936,-104514.3009065339,96245.5486108326,24074.568537690153,15805.816241988854,13.401117838288142,2.547119822909938,houston,"Houston Metro, TX",TX,False
The Museum District,601554.6226096688,5.10842586469773,11.31791806497844,482244.7417916513,24.740524982139476,0.0,0.0,0.0,0.0,0,3201.7263312702726,1152.9796933351984,350.90686318897343,501.2955188413907,5206.908406635835,200,300,75,0.0,575.0,5781.908406635835,-5781.908406635835,-69382.90087963002,-57.66965980465132,3308.550424353178,3043.866390404924,-2163.0420162309106,-25956.504194770925,-21.57451976860075,(138357.5632002238+0j),(-346914.5043981501+0j),(112903.5647624085+0j),(28241.35398731794+0j),(-205769.58564842364+0j),(-148.7230483747713+0j),(-29.93445007093105+50.90560177155159j),138357.5632002238,-140588.7992488724,112903.5647624085,28241.35398731794,556.1195008540235,0.401943694288137,0.08025980269665833,houston,"Houston Metro, TX",TX,False
Park Creek,315812.59740379965,-0.6831860502623854,,,,0.0,0.0,0.0,0.0,0,1680.887272494132,605.3074783572827,184.22401515221645,263.17716450316635,2733.5959305067977,200,300,75,0.0,575.0,3308.5959305067977,-3308.5959305067977,-39703.151166081574,-62.85871984282646,2210.6881818265974,2033.8331272804696,-699.7628032263281,-8397.153638715936,-13.29451976860076,(72636.89740287392+0j),(-198515.75583040787+0j),(59273.69968346285+0j),(14826.542797132308+0j),(-124415.51334981271+0j),(-171.2841789755328+0j),(-24.393997733037263+54.930976019418154j),72636.89740287392,-45481.69269316322,59273.69968346285,14826.542797132308,28618.54978743194,39.39946612628808,6.86911725296484,houston,"Houston Metro, TX",TX,False
Yaupon Ranch,250295.29186353495,-2.5780808709227276,,,,0.0,0.0,0.0,0.0,0,1332.176657667292,479.73264273844194,146.0055869203954,208.57940988627914,2166.4942972124086,200,300,75,0.0,575.0,2741.4942972124086,-2741.4942972124086,-32897.931566548905,-65.7182388881797,1752.0670430447447,1611.9016796011651,-554.5926176112434,-6655.111411334921,-13.294519768600754,(57567.91712861304+0j),(-164489.65783274453+0j),(46976.99865067308+0j),(11750.683434551232+0j),(-105761.97574752022+0j),(-183.71687047706865+0j),(-21.92351708158492+56.72588527731267j),57567.91712861304,-36046.23007652677,46976.99865067308,11750.683434551232,22681.45200869754,39.39946612628817,6.8691172529648625,houston,"Houston Metro, TX",TX,False
Spring Trails,420017.0634522692,4.575128325627009,0.697523887841256,419370.6048376371,0.15414972036067454,0.0,0.0,0.0,0.0,0,2235.5072026610214,805.0327049501826,245.00995368049038,350.01421954355766,3635.5640808352523,200,300,75,0.0,575.0,4210.564080835253,-4210.564080835253,-50526.76897002303,-60.14847177246276,2520.1023807136153,2318.494190256526,-1317.0698905787262,-15804.838686944715,-18.814519768600757,(96603.92459402191+0j),(-252633.84485011516+0j),(78831.45094800525+0j),(19718.659160510055+0j),(-154083.73474159985+0j),(-159.50049171308194+0j),(-27.077465344236074+52.98132267735727j),96603.92459402191,-85604.10433725946,78831.45094800525,19718.659160510055,12946.005771255848,13.401117838288092,2.5471198229099157,houston,"Houston Metro, TX",TX,False
Southern Trails,476795.47004421096,0.012418546993542279,,,,0.0,0.0,0.0,0.0,0,2537.705727284357,913.8579842514042,278.13069085912304,397.32955837017585,4127.02396076506,200,300,75,0.0,575.0,4702.02396076506,-4702.02396076506,-56424.28752918072,-59.17032676920019,2860.7728202652656,2631.9109946440444,-1495.1129661210157,-17941.355593452186,-18.81451976860075,(109662.95811016852+0j),(-282121.4376459036+0j),(89487.98032176303+0j),(22384.25097733055+0j),(-170249.20634681004+0j),(-155.24768735107068+0j),(-28.151043463533586+52.201322516551606j),109662.95811016852,-97176.16905779729,89487.98032176303,22384.25097733055,14696.062241296284,13.401117838288176,2.547119822909938,houston,"Houston Metro, TX",TX,False
Town West,225432.5689127844,-1.132084055085969,,,,0.0,0.0,0.0,0.0,0,1199.8468047386275,432.0790904161701,131.5023318657909,187.860474093987,1951.2887011145756,200,300,75,0.0,575.0,2526.288701114576,-2526.288701114576,-30315.46441337491,-67.23843089660969,1916.1768357586675,1762.8826888979743,-188.4060122166013,-2260.8721465992157,-5.014519768600748,(51849.49084994041+0j),(-151577.32206687453+0j),(42310.60603172495+0j),(10583.446190334478+0j),(-98683.2698448151+0j),(-190.32640094850328+0j),(-20.727859376627944+57.594581448901195j),51849.49084994041,-12245.612812900961,42310.60603172495,10583.446190334478,40648.43940915847,78.3969885582882,12.273562637887503,houston,"Houston Metro, TX",TX,False
Timber Lane,198210.11145020043,4.879062704165826,-2.1456945887211143,212232.41244455863,-6.607049711608603,0.0,0.0,0.0,0.0,0,1054.9574537404976,379.90271361288416,115.62256501261692,165.17509287516702,1715.6578252411655,200,300,75,0.0,575.0,2290.6578252411655,-2290.6578252411655,-27487.893902893986,-69.34029172825579,1684.7859473267038,1550.0030715405676,-165.6547537005979,-1987.8570444071747,-5.0145197686007466,(45588.325633546105+0j),(-137439.46951446994+0j),(37201.32355994338+0j),(9305.42582658041+0j),(-90932.72012794614+0j),(-199.46492630348644+0j),(-19.18506320213227+58.715488481716285j),45588.325633546105,-10766.874955677504,37201.32355994338,9305.42582658041,35739.87443084629,78.39698855828817,12.273562637887503,houston,"Houston Metro, TX",TX,False
Lone Oak Village,351014.0625647539,-0.9005632238928363,,,,0.0,0.0,0.0,0.0,0,1868.2442533384994,672.7769532491117,204.75820316277313,292.5117188039616,3038.291128554346,200,300,75,0.0,575.0,3613.291128554346,-3613.291128554346,-43359.493542652155,-61.76318581916264,2457.0984379532774,2260.5305629170152,-777.7605656373307,-9333.126787647969,-13.29451976860076,(80733.2343898934+0j),(-216797.4677132608+0j),(65880.5326328795+0j),(16479.155878501362+0j),(-134437.77920187992+0j),(-166.52098756829878+0j),(-25.43253445591793+54.17643492335002j),80733.2343898934,-50551.22517527803,65880.5326328795,16479.155878501362,31808.46333610284,39.39946612628811,6.86911725296484,houston,"Houston Metro, TX",TX,False
Grand Meadow,339838.80661083315,-0.7518802940710945,,,,0.0,0.0,0.0,0.0,0,1808.7648479752236,651.3577126707636,198.23930385631934,283.19900550902764,2941.560870011334,200,300,75,0.0,575.0,3516.560870011334,-3516.560870011334,-42198.73044013601,-62.08639157631567,2378.871646275832,2188.5619145737655,-752.9989554375684,-9035.98746525082,-13.294519768600754,(78162.92552049164+0j),(-210993.65220068005+0j),(63783.09012822993+0j),(15954.50799544726+0j),(-131256.05407700286+0j),(-167.92622999070323+0j),(-25.12011877721031+54.40341820034678j),78162.92552049164,-48941.82275991524,63783.09012822993,15954.50799544726,30795.775363761953,39.39946612628817,6.8691172529648625,houston,"Houston Metro, TX",TX,False
Lakemont,356171.5215807433,-0.9471965389957204,,,,0.0,0.0,0.0,0.0,0,1895.6944161554766,682.662083029758,207.76672092210026,296.8096013172861,3082.932821424621,200,300,75,0.0,575.0,3657.932821424621,-3657.932821424621,-43895.19385709545,-61.62086410261257,2493.200651065203,2293.744598979987,-789.188222444634,-9470.258669335608,-13.294519768600757,(81919.44996357097+0j),(-219475.96928547724+0j),(66848.51706211577+0j),(16721.284556881+0j),(-135906.16766648047+0j),(-165.90219749634187+0j),(-25.571781513316736+54.07526601425019j),81919.44996357097,-51293.975679758034,66848.51706211577,16721.284556881,32275.82593923874,39.39946612628818,6.8691172529648625,houston,"Houston Metro, TX",TX,False
Brittany Lakes,366070.1394533886,-0.3676613124813932,,,,0.0,0.0,0.0,0.0,0,1948.3790175114457,701.6344339523281,213.54091468114333,305.0584495444905,3168.612815689408,200,300,75,0.0,575.0,3743.612815689408,-3743.612815689408,-44923.35378827289,-61.35894320054606,2562.49097617372,2357.4916980798225,-811.1211176095853,-9733.453411315024,-13.29451976860076,(84196.13207427938+0j),(-224616.76894136445+0j),(68706.35208164266+0j),(17185.997753022355+0j),(-138724.41910669944+0j),(-164.763410965618+0j),(-25.830801239320266+53.887077167716335j),84196.13207427938,-52719.523298414526,68706.35208164266,17185.997753022355,33172.82653625049,39.3994661262881,6.86911725296484,houston,"Houston Metro, TX",TX,False
Woodbridge,386000.8080271858,-0.0697587152439727,,,,0.0,0.0,0.0,0.0,0,2054.458405773338,739.8348820521061,225.1671380158584,321.66734002265486,3341.1277658639574,200,300,75,0.0,575.0,3916.1277658639574,-3916.1277658639574,-46993.53319036749,-60.87232489298023,2702.0056561903007,2485.8452036950766,-855.2825621688808,-10263.39074602657,-13.294519768600752,(88780.18584625273+0j),(-234967.66595183744+0j),(72447.06563533092+0j),(18121.68845381803+0j),(-144398.9118626885+0j),(-162.64767919359264+0j),(-26.32186196770746+53.53030066470975j),88780.18584625273,-55589.83483979895,72447.06563533092,18121.68845381803,34978.91924935,39.39946612628814,6.86911725296484,houston,"Houston Metro, TX",TX,False
Fulton,246783.24241009075,4.51880061235439,0.9186998260002355,240517.7701883632,2.6049934758752613,0.0,0.0,0.0,0.0,0,1313.4840555507392,473.0012146193406,143.95689140588627,205.65270200840897,2136.094863584375,200,300,75,0.0,575.0,2711.094863584375,-2711.094863584375,-32533.138363012502,-65.91439930299387,2097.6575604857717,1929.84495564691,-206.2499079374652,-2474.9988952495823,-5.01451976860075,(56760.145754320874+0j),(-162665.6918150625+0j),(46317.835063507024+0j),(11585.802261490986+0j),(-104762.0544900645+0j),(-184.56974184582583+0j),(-21.765079503621788+56.84099691573705j),56760.145754320874,-13405.392352315392,46317.835063507024,11585.802261490986,44498.244972682616,78.39698855828816,12.273562637887503,houston,"Houston Metro, TX",TX,False
Waterside,378275.86493451666,-0.5705383058759339,,,,0.0,0.0,0.0,0.0,0,2013.3430144559784,725.0287411244902,220.66092121180137,315.22988744543056,3274.2625642377006,200,300,75,0.0,575.0,3849.2625642377006,-3849.2625642377006,-46191.15077085241,-61.054847867241754,2647.9310545416165,2436.0965701782875,-838.1659940594132,-10057.991928712958,-13.294519768600752,(87003.44893493883+0j),(-230955.75385426203+0j),(70997.19960493554+0j),(17759.023378674057+0j),(-142199.53087065244+0j),(-163.44125734255573+0j),(-26.136139741302557+53.66523576058875j),87003.44893493883,-54477.32859178591,70997.19960493554,17759.023378674057,34278.894391823684,39.39946612628821,6.8691172529648625,houston,"Houston Metro, TX",TX,False
Hunters Glen,230770.7000950389,-0.5831608552446133,,,,0.0,0.0,0.0,0.0,0,1228.2585806998095,442.31050851549116,134.61624172210603,192.30891674586576,1997.4942476832725,200,300,75,0.0,575.0,2572.4942476832725,-2572.4942476832725,-30869.93097219927,-66.88442458138321,1961.5509508078308,1804.6268747432043,-192.8673729400682,-2314.4084752808185,-5.014519768600757,(53077.261021858954+0j),(-154349.65486099635+0j),(43312.5001523807+0j),(10834.056935697503+0j),(-100203.09777291815+0j),(-188.7872430562143+0j),(-20.999878584540866+57.39694792591813j),53077.261021858954,-12535.582837718703,43312.5001523807,10834.056935697503,41610.974250359504,78.39698855828816,12.273562637887503,houston,"Houston Metro, TX",TX,False
Fourth Ward,373873.0902160693,3.203802147324142,-0.17674606330230214,375784.42199905385,-0.508624538722724,0.0,0.0,0.0,0.0,0,1989.9095984088196,716.5900895807995,218.09263595937375,311.5609085133911,3236.1532324623836,200,300,75,0.0,575.0,3811.1532324623836,-3811.1532324623836,-45733.8387895486,-61.16224995374504,2617.111631512485,2407.7427009914863,-828.4105314708972,-9940.926377650767,-13.294519768600747,(85990.81074969594+0j),(-228669.193947743+0j),(70170.85908343468+0j),(17552.325076181267+0j),(-140946.00978812706+0j),(-163.90822293604836+0j),(-26.027722043961422+53.7440058284955j),85990.81074969594,-53843.26380656893,70170.85908343468,17552.325076181267,33879.92035304702,39.39946612628817,6.8691172529648625,houston,"Houston Metro, TX",TX,False
Fairmede,626983.3449026924,5.468123036102157,-1.7197515771186223,724523.339398533,-13.462643532893503,0.0,0.0,0.0,0.0,0,3337.0686703964093,1201.7180777301603,365.7402845265706,522.4861207522437,5427.0131534053835,200,300,75,0.0,575.0,6002.0131534053835,-6002.0131534053835,-72024.1578408646,-57.43705827787397,3448.4083969648077,3172.5357252076233,-2254.47742819776,-27053.72913837312,-21.57451976860075,(144206.16932761925+0j),(-360120.789204323+0j),(117676.18770690646+0j),(29435.163361780113+0j),(-213009.43813563645+0j),(-147.71173738878284+0j),(-30.22775600484057+50.69250253684999j),144206.16932761925,-146531.72346429972,117676.18770690646,29435.163361780113,579.6276043868565,0.40194369428814913,0.08025980269665833,houston,"Houston Metro, TX",TX,False
Nassau Bay,344703.8222254496,3.156169631118222,-1.0479240461663153,359272.4470064041,-4.055035364483384,0.0,0.0,0.0,0.0,0,1834.6585041951435,660.6823259321117,201.07722963151227,287.2531851878747,2983.671244946642,200,300,75,0.0,575.0,3558.671244946642,-3558.671244946642,-42704.0549393597,-61.94311200795099,2412.926755578147,2219.8926151318956,-763.7786298147466,-9165.34355777696,-13.294519768600754,(79281.87911185341+0j),(-213520.27469679853+0j),(64696.18693585164+0j),(16182.907251245779+0j),(-132641.1805097011+0j),(-167.30327534563943+0j),(-25.25797078936839+54.30326285094282j),79281.87911185341,-49642.45708213801,64696.18693585164,16182.907251245779,31236.63710495941,39.399466126288154,6.86911725296484,houston,"Houston Metro, TX",TX,False
Harper's Preserve,455965.41084486706,5.332495184808161,-0.876863894130131,480982.4208552025,-5.201231672012952,0.0,0.0,0.0,0.0,0,2426.8394044039287,873.9337041193285,265.97982299283916,379.9711757040559,3946.7241072201523,200,300,75,0.0,575.0,4521.724107220152,-4521.724107220152,-54260.68928664183,-59.50088317675364,2735.7924650692025,2516.9290678636667,-1429.7950393564856,-17157.540472277826,-18.814519768600746,(104872.04449431943+0j),(-271303.4464332091+0j),(85578.46346423245+0j),(21406.336331984785+0j),(-164318.64663699188+0j),(-156.68488912304218+0j),(-27.781060807922074+52.47013065047773j),104872.04449431943,-92930.77353411145,85578.46346423245,21406.336331984785,14054.026262105792,13.401117838288211,2.547119822909938,houston,"Houston Metro, TX",TX,False
Long Meadow Farms,456284.8612351784,-0.21686666094342666,,,,0.0,0.0,0.0,0.0,0,2428.53965353801,874.5459840340919,266.1661690538541,380.2373843626487,3949.4891909886046,200,300,75,0.0,575.0,4524.489190988605,-4524.489190988605,-54293.870291863255,-59.4955858768664,2737.7091674110707,2518.692434018185,-1430.7967569704197,-17169.561083645036,-18.814519768600757,(104945.51808409105+0j),(-271469.35145931627+0j),(85638.41992782743+0j),(21421.333659268275+0j),(-164409.59787222056+0j),(-156.66185738440203+0j),(-27.78693044321947+52.46586611081029j),104945.51808409105,-92995.88104264467,85638.41992782743,21421.333659268275,14063.872544451035,13.401117838288142,2.547119822909938,houston,"Houston Metro, TX",TX,False
